hit_id,colloc,sent_text,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_19980523_0204_107:2-4-5,as_beautiful,"It was n't quite as beautiful as it looked on television  -COL-  Some buildings and classrooms look a little shabby , and students sleep four to a cinderblock room in the boys ' dorm .",n't,as,beautiful,it was n't quite as beautiful as it,nyt_eng_19980523_0204_107,"At first , Coleman was a little disappointed by the campus .","it was n't quite as beautiful as it looked on television : Some buildings and classrooms look a little shabby , and students sleep four to a cinderblock room in the boys ' dorm .","it be not quite as beautiful as it look on television : some building and classroom look a little shabby , and student sleep four to a cinderblock room in the boy ' dorm .",But he knows he 's better off here than at home in Columbus .,n't,as,beautiful,2,4,5,"{'lemma': 'beautiful', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'beautiful'}",neg,"{'lemma': 'beautiful', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'beautiful'}",advmod,nyt_eng_199805,2-4-5,immediateNeg
nyt_eng_19980523_0200_21:10-11-12,so_settled,But Cutler 's allegiance in America 's Cup competition is n't so settled .,n't,so,settled,competition is n't so settled .,nyt_eng_19980523_0200_21,"He plans to sail on Abracadabra as Kolius 's tactician , as he ordinarily does in 1D48 races .",but Cutler 's allegiance in America 's Cup competition is n't so settled .,but Cutler 's allegiance in America 's Cup competition be not so settled .,He announced last week that he was joining Riley 's True America team for the 1999-2000 America 's Cup series in New Zealand .,n't,so,settled,10,11,12,"{'lemma': 'settled', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'settled'}",neg,"{'lemma': 'settled', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'settled'}",advmod,nyt_eng_199805,10-11-12,immediateNeg
nyt_eng_19980523_0177_15:5-6-7,so_well-off,"Some are wealthy , others not so well-off .",not,so,well-off,", others not so well-off .",nyt_eng_19980523_0177_15,"The women live in California , New York , Oklahoma , Vermont , Missouri .","some are wealthy , others not so well-off .","some be wealthy , other not so well-off .","A few are shy , a few outgoing .",not,so,well-off,5,6,7,"{'lemma': 'well-off', 'ix': 7, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'other'}","{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'well-off'}",neg,"{'lemma': 'well-off', 'ix': 7, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'other'}","{'lemma': 'so', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'well-off'}",advmod,nyt_eng_199805,5-6-7,immediateNeg
nyt_eng_19980523_0157_35:4-5-6,yet_available,"And although data are not yet available for this year 's graduating class , some colleges , like Clarkson University in Potsdam , N.Y. , say the number is even smaller than last year 's .",not,yet,available,data are not yet available for this,nyt_eng_19980523_0157_35,"Last year , only 65,000 students earned bachelor 's degrees in engineering , down from 76,000 a decade earlier .","and although data are not yet available for this year 's graduating class , some colleges , like Clarkson University in Potsdam , N.Y. , say the number is even smaller than last year 's .","and although datum be not yet available for this year 's graduate class , some college , like Clarkson University in Potsdam , N.Y. , say the number be even smaller than last year 's .","For Monika Posluszna , 23 , a senior in computer engineering at Stevens Institute of Technology in Hoboken , N.J. , the demand for engineers has made it easy to find a job .",not,yet,available,4,5,6,"{'lemma': 'available', 'ix': 6, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'say'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'available'}",neg,"{'lemma': 'available', 'ix': 6, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'say'}","{'lemma': 'yet', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,nyt_eng_199805,4-5-6,immediateNeg
nyt_eng_19980523_0147_9:41-42-43,very_good,"Polls show Fieger with a slight lead over the two other primary candidates _ former state Commerce Director Doug Ross and former East Lansing Mayor Larry Owen _ but in a theoretical matchup with the governor , whose job-approval rating is not very good , Fieger loses better than 2 to 1 .",not,very,good,"rating is not very good , Fieger",nyt_eng_19980523_0147_9,"the Democratic nomination in the August primary and then , come fall , to take on the two-term Republican incumbent , John Engler .","polls show Fieger with a slight lead over the two other primary candidates _ former state Commerce Director Doug Ross and former East Lansing Mayor Larry Owen _ but in a theoretical matchup with the governor , whose job-approval rating is not very good , Fieger loses better than 2 to 1 .","poll show Fieger with a slight lead over the two other primary candidate _ former state Commerce Director Doug Ross and former East Lansing Mayor Larry Owen _ but in a theoretical matchup with the governor , whose job-approval rating be not very good , Fieger lose better than 2 to 1 .",But that is only one of Fieger 's political problems .,not,very,good,41,42,43,"{'lemma': 'good', 'ix': 43, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'matchup'}","{'lemma': 'not', 'ix': 41, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 43, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'matchup'}","{'lemma': 'very', 'ix': 42, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_199805,41-42-43,immediateNeg
nyt_eng_19980523_0146_40:16-17-18,particularly_optimistic,"In recent interviews throughout Ireland and in this province , many said that while they were not particularly optimistic about peace , they were open to giving it a chance .",not,particularly,optimistic,they were not particularly optimistic about peace,nyt_eng_19980523_0146_40,"Ultimately , many people chose to put aside their suspicions , fears and hatreds for the larger goal of peace .","in recent interviews throughout Ireland and in this province , many said that while they were not particularly optimistic about peace , they were open to giving it a chance .","in recent interview throughout Ireland and in this province , many say that while they be not particularly optimistic about peace , they be open to give it a chance .","Veronica Tate , for one , was not overjoyed about having supported the accord .",not,particularly,optimistic,16,17,18,"{'lemma': 'optimistic', 'ix': 18, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'open'}","{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'neg', 'head': 'optimistic'}",neg,"{'lemma': 'optimistic', 'ix': 18, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'open'}","{'lemma': 'particularly', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'optimistic'}",advmod,nyt_eng_199805,16-17-18,immediateNeg
nyt_eng_19980523_0140_36:24-32-33,that_correct,"At another point , the interrogator said  -COL-   -LBQ-  So , you obtained the search warrant that you swore to , in fact , without ever having seen the package , is that correct ?  -RDQ-",without,that,correct,"fact , without ever having seen the package , is that correct ? ''",nyt_eng_19980523_0140_36,He was asked if he knew  -LBQ-  if they were ever suspected of any prior drug smuggling .  -RDQ-,"at another point , the interrogator said : `` So , you obtained the search warrant that you swore to , in fact , without ever having seen the package , is that correct ? ''","at another point , the interrogator say : `` so , you obtain the search warrant that you swear to , in fact , without ever having see the package , be that correct ? ''","-LBQ-  I was aware ,  -RDQ-  said Larkin ,  -LBQ-  that the package existed .  -RDQ-",without,that,correct,24,32,33,"{'lemma': 'correct', 'ix': 33, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'obtain'}","{'lemma': 'without', 'ix': 24, 'xpos': 'IN', 'deprel': 'prep', 'head': 'correct'}",prep,"{'lemma': 'correct', 'ix': 33, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'obtain'}","{'lemma': 'that', 'ix': 32, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'correct'}",advmod,nyt_eng_199805,24-32-33,immediateNeg
nyt_eng_19980523_0133_53:24-27-28,as_outrageous,"For millions of Indonesians , who grew up steeped in traditional Javanese cultural patterns , Suharto 's coddling of his six money-minded children does n't seem quite as outrageous as it might to many Westerners .",n't,as,outrageous,children does n't seem quite as outrageous as it,nyt_eng_19980523_0133_53,"Why has n't Suharto been arrested ? Partly , it 's a matter of culture .","for millions of Indonesians , who grew up steeped in traditional Javanese cultural patterns , Suharto 's coddling of his six money-minded children does n't seem quite as outrageous as it might to many Westerners .","for million of indonesian , who grow up steep in traditional Javanese cultural pattern , Suharto 's coddling of he six money-minded child does not seem quite as outrageous as it might to many Westerners .","Here in Java , the most populous central island of Indonesia , fathers are expected to coddle their children , and children are expected to honor their fathers .",n't,as,outrageous,24,27,28,"{'lemma': 'outrageous', 'ix': 28, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 24, 'xpos': 'RB', 'deprel': 'neg', 'head': 'outrageous'}",neg,"{'lemma': 'outrageous', 'ix': 28, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 27, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'outrageous'}",advmod,nyt_eng_199805,24-27-28,immediateNeg
nyt_eng_19980523_0115_47:36-37-38,really_Japanese,"When he told a Japanese critic that he wanted to make  -LBQ-  really human , really Japanese , really unsettling films ,  -RDQ-  Imamura implied that the well-made , well-plotted , endlessly reconciling Japanese film is not really Japanese .",not,really,Japanese,film is not really Japanese .,nyt_eng_19980523_0115_47,The audience must not admire the technical aspects of my filmmaking as they would a computer or the laws of physics .  -RDQ-,"when he told a Japanese critic that he wanted to make `` really human , really Japanese , really unsettling films , '' Imamura implied that the well-made , well-plotted , endlessly reconciling Japanese film is not really Japanese .","when he tell a japanese critic that he want to make `` really human , really japanese , really unsettling film , '' Imamura imply that the well-made , well-plotted , endlessly reconcile japanese film be not really japanese .","Though the apparently spontaneous appearance of an Imamura picture is actually the result of much planning , he does not , indeed , like the cinematically tidy .",not,really,Japanese,36,37,38,"{'lemma': 'japanese', 'ix': 38, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'imply'}","{'lemma': 'not', 'ix': 36, 'xpos': 'RB', 'deprel': 'neg', 'head': 'japanese'}",neg,"{'lemma': 'japanese', 'ix': 38, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'imply'}","{'lemma': 'really', 'ix': 37, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'japanese'}",advmod,nyt_eng_199805,36-37-38,immediateNeg
nyt_eng_19980523_0112_46:17-19-20,any_bigger,"In fact , their holdings are arranged so precisely that , to someone suing them , they never seem any bigger than the small company they were when they first started out .",never,any,bigger,", they never seem any bigger than the",nyt_eng_19980523_0112_46,And like other medallion owners _ large and small _ the Wise Men have managed to insulate themselves from normal business risks and place most of their assets out of reach of accident victims .,"in fact , their holdings are arranged so precisely that , to someone suing them , they never seem any bigger than the small company they were when they first started out .","in fact , they holding are arrange so precisely that , to someone sue they , they never seem any bigger than the small company they be when they first start out .",-LRB- STORY CAN END HERE .,never,any,bigger,17,19,20,"{'lemma': 'bigger', 'ix': 20, 'xpos': 'JJR', 'deprel': 'ccomp', 'head': 'arrange'}","{'lemma': 'never', 'ix': 17, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bigger'}",neg,"{'lemma': 'bigger', 'ix': 20, 'xpos': 'JJR', 'deprel': 'ccomp', 'head': 'arrange'}","{'lemma': 'any', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bigger'}",advmod,nyt_eng_199805,17-19-20,immediateNeg
nyt_eng_19980523_0068_19:14-15-16,entirely_happy,"Yet when pressed hard enough , almost all students concluded _ although they were not entirely happy with their conclusion _ that Timorese or Acehnese or others should continue to be imprisoned if they advocate independence .",not,entirely,happy,they were not entirely happy with their,nyt_eng_19980523_0068_19,"In the end , he and others suggested that it was a ludicrous line of inquiry because no one could possibly want to secede from Indonesia .","yet when pressed hard enough , almost all students concluded _ although they were not entirely happy with their conclusion _ that Timorese or Acehnese or others should continue to be imprisoned if they advocate independence .","yet when press hard enough , almost all student conclude _ although they be not entirely happy with they conclusion _ that Timorese or Acehnese or other should continue to be imprison if they advocate independence .","Still , among Indonesia 's educated elite , some people do emphasize that force will no longer be an adequate glue to hold the country together .",not,entirely,happy,14,15,16,"{'lemma': 'happy', 'ix': 16, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'conclude'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'happy'}",neg,"{'lemma': 'happy', 'ix': 16, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'conclude'}","{'lemma': 'entirely', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'happy'}",advmod,nyt_eng_199805,14-15-16,immediateNeg
nyt_eng_19980523_0067_12:10-11-12,so_strong,"-LBQ-  I think that the possibility of Indonesia disintegrating is not so strong ,  -RDQ-  said Muthiah Alagappa , a specialist on Southeast Asia at the East-West Center in Honolulu .",not,so,strong,"disintegrating is not so strong , ''",nyt_eng_19980523_0067_12,"Many experts say that Indonesia is so unpredictable in the post-Suharto era that no one knows quite how to analyze it , but the most common view appears to be that an Indonesian identity is well enough established that the country will muddle along for some time the way it is .","`` I think that the possibility of Indonesia disintegrating is not so strong , '' said Muthiah Alagappa , a specialist on Southeast Asia at the East-West Center in Honolulu .","`` I think that the possibility of Indonesia disintegrate be not so strong , '' say Muthiah Alagappa , a specialist on Southeast Asia at the East-West Center in Honolulu .",But Alagappa emphasized the difficulties that a more open Indonesia will face in maintaining harmony among its people .,not,so,strong,10,11,12,"{'lemma': 'strong', 'ix': 12, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'strong'}",neg,"{'lemma': 'strong', 'ix': 12, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'think'}","{'lemma': 'so', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'strong'}",advmod,nyt_eng_199805,10-11-12,immediateNeg
nyt_eng_19980523_0060_19:14-16-17,much_heroic,"As the Cold War eased into detente in the 1980s , West Berlin was not so much heroic as in-your-face , a place that became synonymous with the anarchists of the Kreuzberg district , defiantly proclaiming its difference from West Germany , even as West Germany paid its bills .",not,much,heroic,Berlin was not so much heroic as in-your-face,nyt_eng_19980523_0060_19,That legacy gave way to different perceptions .,"as the Cold War eased into detente in the 1980s , West Berlin was not so much heroic as in-your-face , a place that became synonymous with the anarchists of the Kreuzberg district , defiantly proclaiming its difference from West Germany , even as West Germany paid its bills .","as the Cold War ease into detente in the 1980 , West Berlin be not so much heroic as in-your-face , a place that become synonymous with the anarchist of the Kreuzberg district , defiantly proclaim its difference from West Germany , even as West Germany pay its bill .","Well after reunification , as the postwar generation in western Germany eased into bourgeois middle-age , the city maintained its reputation for revolt  -COL-  When Pope John Paul II came to Berlin in 1996 , his glass-sided Popemobile was pelted with tomatoes .",not,much,heroic,14,16,17,"{'lemma': 'heroic', 'ix': 17, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'heroic'}",neg,"{'lemma': 'heroic', 'ix': 17, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'much', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'heroic'}",advmod,nyt_eng_199805,14-16-17,immediateNeg
