line_in_source,hit_id,colloc,adv,adj,sent_text,sent_id,adv_index,corpus_segment,date,year,polarity,context,context_word,context_type,in_basic,context_overlap
106557,nyt_eng_19950816_0579_17:8,as_alive,as,alive,"Mosley called the blues , which is as alive in  -LBQ-  RL 's Dream  -RDQ-  as any of the characters ,  -LBQ-  the tragic language of the 20th century .",nyt_eng_19950816_0579_17,8,nyt_eng_19950816,1995-08-16,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
22,nyt_eng_19940701_0281_37:6,as_athletic,as,athletic,"-LBQ-  He is not quite as athletic , but he can run the floor like David Robinson .  -RDQ-",nyt_eng_19940701_0281_37,6,nyt_eng_19940701,1994-07-01,1994,negative,not_VP-adv,not,VP-adv,True,False
316772,nyt_eng_19970512_0769_42:5,as_bad,as,bad,"When your offense is as bad as Miami 's has been , you can only hope to win with defense .",nyt_eng_19970512_0769_42,5,nyt_eng_19970512,1997-05-12,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
44538,nyt_eng_19980221_0077_45:17,as_bad,as,bad,"-LBQ-  For a long time , the Japanese were in denial , saying things were n't as bad as everyone thought .",nyt_eng_19980221_0077_45,17,nyt_eng_19980221,1998-02-21,1998,negative,not_VP-adv,not,VP-adv,True,False
7984,nyt_eng_19950522_0611_24:4,as_bad,as,bad,It was n't as bad predicted .,nyt_eng_19950522_0611_24,4,nyt_eng_19950522,1995-05-22,1995,negative,not_VP-adv,not,VP-adv,True,False
9108,nyt_eng_19950623_0612_6:8,as_bad,as,bad,"-LBQ-  I feel confident it 's not as bad as it appears ,  -RDQ-  Rep. Robert Borski , D-Philadelphia , said .",nyt_eng_19950623_0612_6,8,nyt_eng_19950623,1995-06-23,1995,negative,not_VP-adv,not,VP-adv,True,False
2497,nyt_eng_19941019_0326_15:25,as_bad,as,bad,"Last month , the company said it would retain 550 jobs that had been planned for trimming -- a sign that times were not as bad as suspected .",nyt_eng_19941019_0326_15,25,nyt_eng_19941019,1994-10-19,1994,negative,not_VP-adv,not,VP-adv,True,False
17002,nyt_eng_19960131_0365_14:17,as_bad,as,bad,"Jon Teall , a spokesman for Lipper Analytical Services , believes the problem is not nearly as bad as Morningstar suggests ; he cites numbers indicating the largest funds have the lowest fees .",nyt_eng_19960131_0365_14,17,nyt_eng_19960131,1996-01-31,1996,negative,not_VP-adv,not,VP-adv,True,False
54533,nyt_eng_19950301_0309_4:37,as_big,as,big,"After a no-show last year -- the Horticultural Society of New York decided to regroup after it lost $ 250,000 in 1993 when a blizzard came to town on opening night -- the show is twice as big as in previous years .",nyt_eng_19950301_0309_4,37,nyt_eng_19950301,1995-03-01,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
321929,nyt_eng_19970527_0717_6:13,as_big,as,big,-LBQ-  Which house is smaller if Jim 's house is half again as big as Brian 's ?  -RDQ-,nyt_eng_19970527_0717_6,13,nyt_eng_19970527,1997-05-27,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
387394,nyt_eng_19971201_0231_8:6,as_big,as,big,"-LBQ-  El Nino is nearly as big as the Spice Girls ,  -RDQ-  Belfast , Northern Ireland-based Eagles said .",nyt_eng_19971201_0231_8,6,nyt_eng_19971201,1997-12-01,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
25352,nyt_eng_19960922_0287_7:5,as_blatant,as,blatant,-LBQ-  It was n't as blatant .  -RDQ-,nyt_eng_19960922_0287_7,5,nyt_eng_19960922,1996-09-22,1996,negative,not_VP-adv,not,VP-adv,True,False
391,nyt_eng_19970109_0297_12:6,as_boring,as,boring,"Everyone in the movie is as boring and unthreatening as can be and the stunts , even a dance-like rumble with a ladder , seem pretty tame .",nyt_eng_19970109_0297_12,6,nyt_eng_19970109,1997-01-09,1997,uncertain,everyone_subj,everyone,subj,True,False
21213,nyt_eng_19960520_0602_2:9,as_broad,as,broad,"While the German workers ' reaction was not as broad or as confrontational as the labor unrest in France last fall , the token strikes underscored the deep reluctance of many European workers to countenance the erosion of job security and benefits , the emblems of the welfare state that are threatened by the spending cuts .",nyt_eng_19960520_0602_2,9,nyt_eng_19960520,1996-05-20,1996,negative,not_VP-adv,not,VP-adv,True,False
379306,nyt_eng_19971107_0187_18:6,as_brutal,as,brutal,"Not all hate crimes are as brutal as Ly 's murder , of course .",nyt_eng_19971107_0187_18,6,nyt_eng_19971107,1997-11-07,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
20361,nyt_eng_19960427_0065_16:6,as_bullish,as,bullish,"-LBQ-  I ca n't be as bullish at 22,000 as at 14,000 last summer ,  -RDQ-  said Chapman , referring to the Nikkei 225 index , which closed at 22,230.1 this week .",nyt_eng_19960427_0065_16,6,nyt_eng_19960427,1996-04-27,1996,negative,not_VP-adv,not,VP-adv,True,False
28900,nyt_eng_19961227_0188_2:16,as_celebrated,as,celebrated,Although she has faced hardships both personal and professional _ her accomplishments have n't been as celebrated as those of her male peers _ she has also had the luxury of time to evolve .,nyt_eng_19961227_0188_2,16,nyt_eng_19961227,1996-12-27,1996,negative,not_VP-adv,not,VP-adv,True,False
181324,nyt_eng_19960326_0686_37:3,as_clever,as,clever,Wood is as clever with his stick as the late Minnesota Fats was with his .,nyt_eng_19960326_0686_37,3,nyt_eng_19960326,1996-03-26,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
392986,nyt_eng_19971216_0618_18:6,as_compelling,as,compelling,"-LBQ-  When a deal is as compelling , I would n't be surprised to see them talk again down the road ,  -RDQ-  Madan said .",nyt_eng_19971216_0618_18,6,nyt_eng_19971216,1997-12-16,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
28233,nyt_eng_19961206_0569_20:6,as_conservative,as,conservative,And Anderson was also not as conservative as Bruno is .,nyt_eng_19961206_0569_20,6,nyt_eng_19961206,1996-12-06,1996,negative,not_VP-adv,not,VP-adv,True,False
43468,nyt_eng_19980119_0846_24:5,as_consistent,as,consistent,I have n't been as consistent as I 'd like to be .,nyt_eng_19980119_0846_24,5,nyt_eng_19980119,1998-01-19,1998,negative,not_VP-adv,not,VP-adv,True,False
43021,nyt_eng_19980107_0708_8:20,as_critical,as,critical,"-LBQ-  The environmental stuff is nice , it 's good , it 's important , but it 's not as critical as the other stuff ,  -RDQ-  Finneran said .",nyt_eng_19980107_0708_8,20,nyt_eng_19980107,1998-01-07,1998,negative,not_VP-adv,not,VP-adv,True,False
1612,nyt_eng_19940708_0283_1:7,as_critical,as,critical,"The challenge facing Western leaders is as critical as the one that faced them 50 years ago , but their response has been far more sketchy and tentative than it was then .",nyt_eng_19940708_0283_1,7,nyt_eng_19940708,1994-07-08,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
50891,nyt_eng_19950214_0353_25:6,as_dead,as,dead,"Yet the victims are just as dead , the commandments just as broken , among the hot tubs .",nyt_eng_19950214_0353_25,6,nyt_eng_19950214,1995-02-14,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
9373,nyt_eng_19950630_0448_18:22,as_dire,as,dire,"On the week , bond and note yields rose as the bulk of the economic evidence showed the slowdown was n't as dire as investors thought a few weeks ago .",nyt_eng_19950630_0448_18,22,nyt_eng_19950630,1995-06-30,1995,negative,not_VP-adv,not,VP-adv,True,False
254854,nyt_eng_19961107_0682_25:13,as_disbelieving,as,disbelieving,"Their audience will not only be a cynical public , which is as disbelieving as it comes these days .",nyt_eng_19961107_0682_25,13,nyt_eng_19961107,1996-11-07,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
292154,nyt_eng_19970302_0144_18:23,as_diverse,as,diverse,"And she raised the BBC 's name to new prominence , both with the traditional PBS programs _ recent series have been as diverse as  -LBQ-  Oliver 's Travels ,  -RDQ-   -LBQ-  Nostromo  -RDQ-  by Joseph Conrad and  -LBQ-  Great Railway Journeys  -RDQ-  _ and with unusual new efforts , like the over-the-top comedy  -LBQ-  Absolutely Fabulous ,  -RDQ-  on Comedy Central .",nyt_eng_19970302_0144_18,23,nyt_eng_19970302,1997-03-02,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
378113,nyt_eng_19971104_0727_38:4,as_easy,as,easy,"It is just as easy to drive south to Goodwell , Okla. , to enroll at Panhandle State University than to drive west to Pueblo to study at the University of Southern Colorado .",nyt_eng_19971104_0727_38,4,nyt_eng_19971104,1997-11-04,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
30148,nyt_eng_19970129_0410_31:7,as_easy,as,easy,"That , however , is not as easy as it sounds , because mechanical ventilation devices do not remove the smoke as quickly as it builds up .",nyt_eng_19970129_0410_31,7,nyt_eng_19970129,1997-01-29,1997,negative,not_VP-adv,not,VP-adv,True,False
5040,nyt_eng_19950210_0128_5:18,as_easy,as,easy,"If it had a name , it would be  -LBQ-  androgynous ,  -RDQ-  but that 's not as easy to pronounce as  -LBQ-  Prince  -RDQ-  or as the name on his birth certificate , Prince Rogers Nelson .",nyt_eng_19950210_0128_5,18,nyt_eng_19950210,1995-02-10,1995,negative,not_VP-adv,not,VP-adv,True,False
34663,nyt_eng_19970531_0009_27:4,as_easy,as,easy,"It 's not as easy to do so in Fenway , of course , because the Fenway power alley is about 7 miles from home plate .",nyt_eng_19970531_0009_27,4,nyt_eng_19970531,1997-05-31,1997,negative,not_VP-adv,not,VP-adv,True,False
248612,nyt_eng_19961022_0258_1:5,as_easy,as,easy,Post-game news conferences are as easy for Bobby Cox as the games have been for his team lately .,nyt_eng_19961022_0258_1,5,nyt_eng_19961022,1996-10-22,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
221333,nyt_eng_19960801_0183_7:15,as_easy-shifting,as,easy-shifting,"That 's a trick best accomplished with the five-speed manual transmission , which is as easy-shifting as those found in far more expensive cars .",nyt_eng_19960801_0183_7,15,nyt_eng_19960801,1996-08-01,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
47157,nyt_eng_19980519_0515_22:7,as_effective,as,effective,"-LBQ-  Kobe has n't quite been as effective in these two games as he was against the Jazz during the regular season ,  -RDQ-  Harris said .",nyt_eng_19980519_0515_22,7,nyt_eng_19980519,1998-05-19,1998,negative,not_VP-adv,not,VP-adv,True,False
10382,nyt_eng_19950729_0013_25:15,as_efficient,as,efficient,"Some buses are 22 years old , manufactured when auto air conditioning was n't as efficient .",nyt_eng_19950729_0013_25,15,nyt_eng_19950729,1995-07-29,1995,negative,not_VP-adv,not,VP-adv,True,False
425912,nyt_eng_19980330_0111_15:8,as_elegant,as,elegant,It is that rare book that is as elegant in its prose as it is rich in ideas .,nyt_eng_19980330_0111_15,8,nyt_eng_19980330,1998-03-30,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
290816,nyt_eng_19970226_0291_50:20,as_elusive,as,elusive,"DSS has made great strides in recruiting families to adopt wards of the state , but foster parents are as elusive as ever .",nyt_eng_19970226_0291_50,20,nyt_eng_19970226,1997-02-26,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
167962,nyt_eng_19960219_0070_9:22,as_essential,as,essential,"-LBQ-  They are not cuddly like the panda , or as impressive as the African elephant , but they are just as essential for our continued existence on Earth ,  -RDQ-  she says .",nyt_eng_19960219_0070_9,22,nyt_eng_19960219,1996-02-19,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
231676,nyt_eng_19960903_0496_30:8,as_expensive,as,expensive,"For banks , it would be almost as expensive to send lawyers to contest the filings .",nyt_eng_19960903_0496_30,8,nyt_eng_19960903,1996-09-03,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
35277,nyt_eng_19941208_0392_4:13,as_extensive,as,extensive,"It remains to be seen if this year 's carnage will be as extensive as it was in ' 91 , but as the final three weeks wind down there is no shortage of candidates .",nyt_eng_19941208_0392_4,13,nyt_eng_19941208,1994-12-08,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
218936,nyt_eng_19960723_0463_8:29,as_fast,as,fast,"When Williams covered the breaking story of the TWA explosion just three days after MSNBC started , there were a few technical glitches , but the reporting was as fast and as substantial as you would expect from NBC .",nyt_eng_19960723_0463_8,29,nyt_eng_19960723,1996-07-23,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
264509,nyt_eng_19961209_0246_14:6,as_fast,as,fast,The speed will be twice as fast as the BB-609 's nearest helicopter competitor .,nyt_eng_19961209_0246_14,6,nyt_eng_19961209,1996-12-09,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
20529,nyt_eng_19960502_0007_20:9,as_fresh,as,fresh,"But considering that Sotheby 's property was n't as fresh as Christie 's , the sale fared well .",nyt_eng_19960502_0007_20,9,nyt_eng_19960502,1996-05-02,1996,negative,not_VP-adv,not,VP-adv,True,False
203450,nyt_eng_19960529_0038_2:11,as_good,as,good,"There is debate , however , about whether Clemens is as good as he was in the late '80s and early '90s .",nyt_eng_19960529_0038_2,11,nyt_eng_19960529,1996-05-29,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
227909,nyt_eng_19960822_0524_40:16,as_good,as,good,-LBQ-  I think we 're looking at three years down the line before we 're as good as I want us to be .,nyt_eng_19960822_0524_40,16,nyt_eng_19960822,1996-08-22,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
8558,nyt_eng_19950608_0380_19:5,as_good,as,good,"We may not be as good as Timber Country and Thunder Gulch , two great horses in great shape , trained by a smart man like Wayne Lukas .",nyt_eng_19950608_0380_19,5,nyt_eng_19950608,1995-06-08,1995,negative,not_VP-adv,not,VP-adv,True,False
12909,nyt_eng_19951012_0739_30:4,as_good,as,good,Maddux was n't as good against the Reds as he was the rest of the league this season .,nyt_eng_19951012_0739_30,4,nyt_eng_19951012,1995-10-12,1995,negative,not_VP-adv,not,VP-adv,True,False
89,nyt_eng_19940705_0002_24:10,as_good,as,good,"On certain instances , our response time is not as good as we wanted it to be .  -RDQ-",nyt_eng_19940705_0002_24,10,nyt_eng_19940705,1994-07-05,1994,negative,not_VP-adv,not,VP-adv,True,False
300336,nyt_eng_19970325_0815_9:26,as_great,as,great,"-LBQ-  All day long , in Charlotte and now here , people have come up and whispered in my ear , ` She 's just as great as you said that she was , '  -RDQ-  Helms said , before escorting Albright on a tour of the center , a sort of museum dedicated to the political life and philosophy of Helms .",nyt_eng_19970325_0815_9,26,nyt_eng_19970325,1997-03-25,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
42491,nyt_eng_19971222_0017_9:6,as_happy,as,happy,Pitino said he 's not as happy with the record as he is with what he sees as growing improvement and confidence in his team .,nyt_eng_19971222_0017_9,6,nyt_eng_19971222,1997-12-22,1997,negative,not_VP-adv,not,VP-adv,True,False
86997,nyt_eng_19950618_0222_26:13,as_hard,as,hard,"-LBQ-  But what people do n't realize is , it 's just as hard to give yourself a chance to win , as it is to win .  -RDQ-",nyt_eng_19950618_0222_26,13,nyt_eng_19950618,1995-06-18,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
237801,nyt_eng_19960921_0184_27:13,as_high,as,high,"In Phoenix , where the dropout rate for ninth grade is often as high as 20 percent , teachers are developing a school for seventh , eighth and ninth graders that is intended to help students make the transition to high school , said Peggy Story , the charter school facilitator for the Arizona Education Association .",nyt_eng_19960921_0184_27,13,nyt_eng_19960921,1996-09-21,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
110000,nyt_eng_19950827_0205_6:12,as_high,as,high,"Just 15 years ago , the general fund was six times as high for UC and CSU as for prisons .",nyt_eng_19950827_0205_6,12,nyt_eng_19950827,1995-08-27,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
2677,nyt_eng_19940713_0318_22:9,as_high,as,high,The cost of the court mandate could be as high as $ 600 million .,nyt_eng_19940713_0318_22,9,nyt_eng_19940713,1994-07-13,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
62950,nyt_eng_19950331_0355_24:28,as_high,as,high,"The transit police calculate patrol strength at a higher level than that agreed Friday , but the mayor 's office said the MTA figures , which were as high as 1,200 over the last year , included administrators and officers who were not actively patrolling the subways and thus should not be included .",nyt_eng_19950331_0355_24,28,nyt_eng_19950331,1995-03-31,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
